ID	TRAD	SIMP	IPA	JYUTPING	EXPL	NOTE
11716	霍	霍	kʰok3	kuk2		
11717	霎	霎	ʃap3	saap2	霎時；<語>～氣，傷腦筋	
11718	霏	霏	fi53	fi1		
11719	霑	霑	tʃim53	zim1		
11720	霓	霓	nɐi21	nai4		(又)
11721	霓	霓	ŋɐi21	ngai4		
11722	霖	霖	lɐm21	lam4		
11723	霜	霜	ʃoŋ53	sung1		
11724	霞	霞	ha21	haa4		
11725	霧	雾	fu22	fu6		(老派)
11726	霧	雾	mu22	mu6		
11727	霨	霨	wɐi55	wai3		
11728	霪	霪	jɐm21	jam4		
11729	霰	霰	ɬin55	slin3		
11730	露	露	lu22	lu6		
11731	霸	霸	pa55	baa3		
11732	霹	霹	pʰek3	pik2		
11733	霽	霁	tʃɐi55	zai3		
11734	霾	霾	mai21	maai4		
11735	靁	靁	lui21	lui4		
11736	靂	雳	lek24	lik5		
11737	靄	霭	∅ai33	aai2		
11738	靆	叇	tai22	daai6		
11739	靈	灵	leŋ53	ling1	精靈，聰明	(白)
11740	靈	灵	leŋ21	ling4		
11741	靉	叆	∅ai33	aai2		
11742	青	青	tʃʰeŋ53	cing1		
11743	靖	靖	tʃeŋ22	zing6		
11744	靚	靓	liɐŋ55	liang3	漂亮，與叻對轉，本字令	(訓)
11745	靚	靓	tʃeŋ22	zing6	妝飾，打扮	
11746	靛	靛	tin22	din6		
11747	靜	静	tʃeŋ22	zing6		
11748	非	非	fi53	fi1		
11749	靠	靠	kʰau55	kaau3		
11750	靡	靡	me24	me5	否定詞，俗字冇	(語)
11751	靡	靡	mi24	mi5	靡靡之音	
11752	靡	靡	mi21	mi4	奢靡	
11753	面	面	min22	min6		
11754	靦	腼	tim33	dim2		(又)
11755	靦	腼	tʰin33	tin2	靦顏	
11756	靦	腼	min24	min5	靦腆	
11757	靧	𫖃	hui55	hui3		
11758	靨	靥	jip3	jip2		
11759	革	革	kiɐk3	giak2		
11760	靪	靪	teŋ53	ding1		
11761	靬	靬	kin53	gin1		
11762	靰	靰	wu53	wu1		
11763	靳	靳	kɐn55	gan3		
11764	靴	靴	hœ53	hoe1		
11765	靶	靶	pa33	baa2		
11766	靸	靸	tʰɛt5	tet3	拖～鞋，拖鞋	(白)
11767	靸	靸	ɬɐp2	slap6	詞綴，慢～～	(語)
11768	靸	靸	ɬɛp2	slep6		(又)
11769	靸	靸	ɬap3	slaap2	靸鞋，又作趿鞋	
11770	靸	靸	tʰat3	taat2	靸拉，又作趿拉	(文)
11771	靺	靺	mut24	mut5		
11772	靼	靼	tat3	daat2		
11773	靽	靽	pun55	bun3		
11774	靿	靿	∅au55	aau3		
11775	鞀	鞀	tau21	daau4		
11776	鞁	鞁	pi22	bi6		
11777	鞄	鞄	pau21	baau4		
11778	鞅	鞅	jiɐŋ33	jiang2		
11779	鞆	鞆	peŋ33	bing2		
11780	鞋	鞋	hai21	haai4		
11781	鞍	鞍	∅an53	aan1		
11782	鞏	巩	kœŋ33	goeng2		
11783	鞔	鞔	mun21	mun4		
11784	鞘	鞘	tʃʰiu55	ciu3		
11785	鞝	绱	ʃɐŋ24	sang5	鞝鞋	
11786	鞝	绱	tʃiɐŋ33	ziang2	扇馬鞍皮	
11787	鞠	鞠	kœk3	goek2		
11788	鞡	鞡	la53	laa1		
11789	鞣	鞣	jɐu21	jau4		
11790	鞦	秋	tʃʰɐu53	cau1		
11791	鞧	鞧	tʃʰɐu53	cau1		
11792	鞨	鞨	hat3	haat2	鞋；靺鞨	
11793	鞨	鞨	ʃit2	sit6	治革	
11794	鞨	鞨	mat24	maat5	鞨巾	
11795	鞫	鞫	kœk3	goek2		
11796	鞬	鞬	kin53	gin1		
11797	鞭	鞭	pin53	bin1		
11798	鞮	鞮	tɐi53	dai1		
11799	鞳	鞳	tʰap3	taap2		(又)
11800	鞳	鞳	tap2	daap6		
11801	鞴	鞴	pi22	bi6		
11802	鞽	鞒	kiu21	giu4		
11803	鞿	鞿	ki53	gi1		
11804	韁	缰	kiɐŋ53	giang1		(又)
11805	韁	缰	kʰiɐŋ53	kiang1		
11806	韂	韂	tʃʰim55	cim3		
11807	韃	鞑	tʰat3	taat2		
11808	韆	千	tʃʰin53	cin1		
11809	韉	鞯	tʃin53	zin1		
11810	韋	韦	wɐi21	wai4		
11811	韌	韧	ȵɐŋ55	njang3	肉食煮得不爛，古壯字作絴	(語)
11812	韌	韧	ȵɐn22	njan6		
11813	韍	韨	fɐt3	fat2		
11814	韓	韩	han21	haan4		
11815	韔	韔	tʃʰiɐŋ55	ciang3		
11816	韙	韪	wɐi33	wai2		
11817	韜	韬	tʰau53	taau1		
11818	韝	鞲	kɐu53	gau1		
11819	韞	韫	wɐn55	wan3		
11820	韡	韡	wɐi33	wai2		
11821	韭	韭	kɐu33	gau2		
11822	音	音	jɐm53	jam1		
11823	韶	韶	ʃiu21	siu4		
11824	韸	韸	pœŋ21	boeng4	鼓聲	
11825	韻	韵	wɐn22	wan6		
11826	響	响	hiɐŋ33	hiang2		
11827	頁	页	jip24	jip5		
11828	頂	顶	teŋ33	ding2		
11829	頃	顷	kʰeŋ33	king2		
11830	項	项	haŋ22	haang6		
11831	順	顺	ʃɐn22	san6		
11832	頇	顸	han53	haan1		
11833	須	须	ɬy53	slyu1		
11834	頊	顼	jœk3	joek2		
11835	頌	颂	tʃœŋ22	zoeng6		
11836	頍	𫠆	kʷʰɐi33	kwai2		
11837	頎	颀	ki21	gi4		
11838	頏	颃	haŋ21	haang4		
11839	預	预	jy22	jyu6		
11840	頑	顽	ŋan21	ngaan4		(又)
11841	頑	顽	man21	maan4	～皮、～固，訓讀蠻	(訓)
11842	頑	顽	wan21	waan4	頑童	
11843	頒	颁	pan53	baan1		
11844	頓	顿	tɐn55	dan3		
11845	頔	𬱖	tek2	dik6		
11846	頕	頕	tam53	daam1		
11847	頗	颇	pʰo33	po2		
11848	領	领	leŋ24	ling5		
11849	頜	颌	ŋɐm55	ngam3	～頭，點頭，與岌/岋/𩕟/𩪤對轉，又作頷/顉字	(語)
11850	頜	颌	kap3	gaap2	口；姓	
11851	頜	颌	hap2	haap6	上下頜	
11852	頠	𬱟	ŋɐi24	ngai5		
11853	頡	颉	kʰyt3	kyut2		(又)
11854	頡	颉	kʰit3	kit2		
11855	頤	颐	ji21	ji4		
11856	頦	颏	hai21	haai4		
11857	頫	𫖯	fu33	fu2		
11858	頭	头	tɐu21	dau4		
11859	頰	颊	kap3	gaap2		
11860	頲	颋	tʰeŋ33	ting2		
11861	頵	𫖳	kʷɐn53	gwan1		(又)
11862	頵	𫖳	wɐn53	wan1		
11863	頷	颔	ŋɐm55	ngam3	～頭，點頭，與岌/岋/𩕟/𩪤對轉，又作頜/顉字	(語)
11864	頷	颔	ham24	haam5		
11865	頸	颈	keŋ33	ging2		
11866	頹	颓	tui21	dui4		
11867	頻	频	pɐn21	ban4		
11868	頽	颓	tui21	dui4		
11869	顆	颗	kʰo33	ko2		
11870	顉	顉	ham22	haam6		(又)
11871	顉	顉	ŋɐm55	ngam3	～頭，點頭，與岌/岋/𩕟/𩪤對轉，又作頜/頷字	(語)
11872	顉	顉	hɐm53	ham1		
11873	顋	顋	ɬai53	slaai1		
11874	題	题	tɐi21	dai4		
11875	額	额	ŋak24	ngaak5		(又)
11876	額	额	ŋiɐk24	ngiak5		
11877	顎	颚	ŋak24	ngaak5		
11878	顏	颜	ȵan21	njaan4		
11879	顑	顑	ham33	haam2		
11880	顒	颙	jœŋ21	joeng4		
11881	顓	颛	tʃyn53	zyun1		
11882	顗	𫖮	ŋɐi24	ngai5		
11883	願	愿	jyn22	jyun6		
11884	顙	颡	ɬaŋ33	slaang2		
11885	顛	颠	tin53	din1		
11886	顝	顝	hui53	hui1		
11887	類	类	lui22	lui6		
11888	顢	颟	mun21	mun4		
11889	顥	颢	hau22	haau6		
11890	顧	顾	ku55	gu3		
11891	顪	顪	hui55	hui3		
11892	顫	颤	tʃin55	zin3		
11893	顬	颥	jy21	jyu4		
11894	顯	显	hyn33	hyun2		(又)
11895	顯	显	hin33	hin2		
11896	顰	颦	pɐn21	ban4		
11897	顱	颅	lu21	lu4		
11898	顳	颞	nip24	nip5		
11899	顴	颧	kyn21	gyun4		
11900	風	风	fœŋ53	foeng1		
11901	颭	飐	tʃim33	zim2		
11902	颮	飑	pau21	baau4	風聲	
11903	颮	飑	piu53	biu1	扶揺風；同飆字	
11904	颯	飒	ɬap3	slaap2		
11905	颱	台	tai21	daai4		
11906	颳	刮	kʷat3	gwaat2		
11907	颶	飓	ky22	gyu6		
11908	颸	飔	ɬi53	sli1		
11909	颺	飏	jiɐŋ21	jiang4		
11910	颻	飖	jiu21	jiu4		
11911	颼	飕	ɬɐu53	slau1		
11912	颾	𩙫	ɬɐu53	slau1	同颼字	
11913	颾	𩙫	ɬau53	slaau1	風聲	
11914	飀	飗	lɐu21	lau4		
11915	飄	飘	pʰiu53	piu1		
11916	飆	飙	piu53	biu1		
11917	飇	飙	piu53	biu1		
11918	飈	飚	piu53	biu1		
11919	飌	飌	fœŋ53	foeng1		
11920	飛	飞	fi53	fi1		
11921	食	食	ʃek2	sik6		
11922	飢	饥	ki53	gi1		
11923	飣	饤	teŋ55	ding3		
11924	飤	飤	tʃʰi22	ci6		(又)
11925	飤	飤	tʃi22	zi6	同飼字	
11926	飥	饦	tʰak3	taak2		
11927	飧	飧	ɬun53	slun1		
11928	飩	饨	tʰɐn53	tan1		
11929	飪	饪	ȵɐm24	njam5		(又)
11930	飪	饪	nɐm21	nam4	松軟、爛熟，與䪏/𥹉對轉	(語)
11931	飪	饪	ȵɐm22	njam6		
11932	飫	饫	jy55	jyu3		
11933	飭	饬	tʃʰek3	cik2		
11934	飯	饭	fan22	faan6		
11935	飲	饮	ȵɐm33	njam2	飲酒	
11936	飲	饮	ȵɐm55	njam3	飲馬	
11937	飴	饴	ji21	ji4		
11938	飺	飺	tʃʰi53	ci1		
11939	飼	饲	tʃʰi22	ci6		(又)
11940	飼	饲	tʃi22	zi6		
11941	飽	饱	pau33	baau2		
11942	飾	饰	ʃek3	sik2		
11943	飿	饳	tɐt3	dat2		
11944	餁	饪	ȵɐm24	njam5		(又)
11945	餁	饪	nɐm21	nam4	松軟、爛熟，與䪏/𥹉對轉	(語)
11946	餁	饪	ȵɐm22	njam6	同飪字	
11947	餃	饺	kau33	gaau2		
11948	餄	饸	kap3	gaap2	餄餅	
11949	餄	饸	hap2	haap6	餄餎	
11950	餅	饼	peŋ33	bing2		
11951	餈	糍	tʃi21	zi4		
11952	餉	饷	ʃiɐŋ33	siang2		(又)
11953	餉	饷	hiɐŋ33	hiang2		
11954	養	养	jiɐŋ24	jiang5		
11955	餌	饵	ȵi24	nji5		
11956	餎	饹	lak3	laak2	餄餎	
11957	餏	饻	ʃi53	si1	食衣切	
11958	餐	餐	tʃʰan53	caan1		
11959	餑	饽	put2	but6		
11960	餒	馁	nui24	nui5		
11961	餓	饿	ŋo22	ngo6		
11962	餕	馂	tʃɐn55	zan3		
11963	餖	饾	tɐu22	dau6		
11964	餗	𫗧	tʃʰœk3	coek2		
11965	餘	余	jy21	jyu4	剩餘	
11966	餚	肴	ŋau21	ngaau4		
11967	餛	馄	wɐn21	wan4		
11968	餜	馃	ko33	go2		
11969	餞	饯	tʃin22	zin6		
11970	餡	馅	ham22	haam6		
11971	餧	餧	wɐi55	wai3	同餵字	
11972	餧	餧	nui24	nui5	同餒字	
11973	館	馆	kun33	gun2		
11974	餩	餩	∅ɐk5	ak3	打～，打嗝，又作呃字	(語)
11975	餩	餩	∅iɐk3	iak2	打嗝聲	
11976	餫	𫗥	wɐn21	wan4	餛飩	
11977	餫	𫗥	wɐn22	wan6	運糧	
11978	餬	糊	hu21	hu4		
11979	餭	𫗮	hoŋ21	hung4		
11980	餮	餮	tʰit3	tit2		
11981	餯	餯	hui55	hui3		
11982	餱	糇	hɐu21	hau4		
11983	餲	餲	∅ai55	aai3		(又)
11984	餲	餲	∅at3	aat2	食物腐臭變味	
11985	餲	餲	hat3	haat2	餅類食品	
11986	餳	饧	taŋ21	daang4	同餹字	
11987	餳	饧	tʃeŋ21	zing4	飴，糖稀	
11988	餵	喂	wui55	wui3		(又)
11989	餵	喂	wɐi55	wai3		
11990	餶	馉	kʷɐt3	gwat2		
11991	餷	馇	tʃa21	zaa4		
11992	餸	𩠌	ɬœŋ55	sloeng3	菜，本字送	
11993	餺	馎	pok3	buk2		
11994	餼	饩	hi55	hi3		
11995	餽	餽	kʷɐi22	gwai6		
11996	餾	馏	lɐu21	lau4		
11997	餿	馊	ɬœk3	sloek2	食物過宿，訓讀宿	(又)
11998	餿	馊	ɬɐu53	slau1		
11999	饁	馌	jip24	jip5		
12000	饃	馍	mo21	mo4		(文)
12001	饃	馍	mo53	mo1	又作饝/𩞁字	(白)
12002	饅	馒	man22	maan6		
12003	饈	馐	ɬɐu53	slau1		
12004	饉	馑	kɐn33	gan2		
12005	饊	馓	ɬan33	slaan2	米花糰	
12006	饋	馈	kʷɐi22	gwai6		
12007	饌	馔	tʃyn22	zyun6		
12008	饎	饎	tʃʰi55	ci3		
12009	饐	饐	ji55	ji3		
12010	饑	饥	ki53	gi1		
12011	饒	饶	jiu21	jiu4		
12012	饔	饔	∅œŋ53	oeng1		
12013	饕	饕	tʰau53	taau1		
12014	饗	飨	hiɐŋ33	hiang2		
12015	饘	𫗴	tʃyn53	zyun1		(又)
12016	饘	𫗴	tʃin53	zin1		
12017	饜	餍	jim55	jim3		
12018	饞	馋	ʃam21	saam4		(又)
12019	饞	馋	ɬam21	slaam4	嘴～	(白)
12020	饞	馋	tʃam21	zaam4		
12021	饢	馕	naŋ21	naang4	一種烤製成的麵餅	
12022	饢	馕	naŋ24	naang5	拚命往嘴裏塞食物	
12023	首	首	ʃɐu33	sau2		
12024	馗	馗	kʷɐi21	gwai4		
12025	馘	馘	kok3	guk2		(又)
12026	馘	馘	kʷek3	gwik2		
12027	香	香	hiɐŋ53	hiang1		
12028	馝	馝	pit2	bit6		
12029	馞	馞	put2	but6		
12030	馥	馥	fœk3	foek2		
12031	馧	馧	wɐn53	wan1	香	
12032	馧	馧	wɐt3	wat2	馧馞	
12033	馨	馨	heŋ53	hing1		
12034	馬	马	ma55	maa3	馬騮[lɐu55]/獁𧳽[lɐu55]，猴子	(語)
12035	馬	马	ma24	maa5	騎馬；馬騮[lɐu21]/獁𧳽[lɐu21]，猴子	
12036	馭	驭	jy22	jyu6		
12037	馮	冯	fœŋ21	foeng4	姓	
12038	馮	冯	pɐŋ21	bang4	暴虎馮河	
12039	馱	驮	to21	do4	馱東西	
12040	馱	驮	to22	do6	馱子	
12041	馳	驰	tʃi21	zi4		
12042	馴	驯	wɐn55	wan3		
12043	馹	驲	ȵɐt24	njat5		
12044	馼	𫘜	fɐn21	fan4		(老派)
12045	馼	𫘜	mɐn21	man4		
12046	駁	驳	pok3	buk2		
12047	駃	𫘝	wai55	waai3	同快字	
12048	駃	𫘝	kʰyt3	kyut2	駃騠	
12049	駉	𬳶	kʷeŋ53	gwing1		
12050	駐	驻	tʃy55	zyu3		
12051	駑	驽	nu21	nu4		
12052	駒	驹	ky53	gyu1		(文)
12053	駒	驹	kʰy53	kyu1		(白)
12054	駓	𬳵	pʰi53	pi1		
12055	駔	驵	tʃʰaŋ33	caang2	駔子	
12056	駔	驵	tʃaŋ33	zaang2	壯馬；駔儈	
12057	駔	驵	tʃu33	zu2	駿馬	
12058	駕	驾	kʰa55	kaa3		
12059	駘	骀	tai22	daai6	駘蕩	
12060	駘	骀	tai21	daai4	劣馬	
12061	駙	驸	fu22	fu6		
12062	駛	驶	ʃɐi33	sai2		
12063	駝	驼	to21	do4		
12064	駟	驷	ɬi55	sli3		
12065	駡	骂	ma22	maa6		
12066	駢	骈	pin21	bin4		
12067	駤	𫘠	tʃi55	zi3		
12068	駪	𬳽	ɬɐn53	slan1		
12069	駬	駬	ȵi24	nji5		
12070	駭	骇	hai22	haai6		
12071	駰	骃	∅ɐn53	an1		
12072	駱	骆	lak3	laak2		
12073	駸	骎	tʃʰɐm53	cam1		
12074	駼	𬳿	tu21	du4		
12075	駿	骏	tʃɐn55	zan3		
12076	騁	骋	tʃʰeŋ33	cing2		
12077	騂	骍	ɬeŋ53	sling1		
12078	騃	𫘤	ŋai21	ngaai4		
12079	騄	𫘧	lœk24	loek5		
12080	騅	骓	tʃui53	zui1		
12081	騇	騇	ʃe55	se3		
12082	騊	𫘦	tau21	daau4		
12083	騍	骒	kʰo55	ko3		
12084	騎	骑	ke21	ge4	騎馬	(又)
12085	騎	骑	ki21	gi4	騎馬	
12086	騎	骑	ki22	gi6	車騎	
12087	騏	骐	ki21	gi4		
12088	騑	𬴂	fi53	fi1		
12089	騖	骛	fu22	fu6		(老派)
12090	騖	骛	mu22	mu6		
12091	騙	骗	pʰin55	pin3		
12092	騞	𬴃	fak3	faak2	～回頭，掉轉頭	(語)
12093	騞	𬴃	fɐk2	fak6	跳～～，跳動貌	(語)
12094	騞	𬴃	wiɐk2	wiak6		
12095	騠	𫘨	tɐi21	dai4		
12096	騣	騣	tʃœŋ53	zoeng1		
12097	騤	骙	kʷɐi21	gwai4		
12098	騫	骞	hyn53	hyun1		(又)
12099	騫	骞	hin53	hin1		
12100	騭	骘	tʃɐt3	zat2		
12101	騮	骝	lɐu55	lau3	馬[ma55]騮/獁[ma55]𧳽，猴子	(又)
12102	騮	骝	lɐu21	lau4	驊騮；馬[ma24]騮/獁[ma24]𧳽，猴子	
12103	騰	腾	tɐŋ21	dang4		
12104	騱	𫘬	hɐi21	hai4		(文)
12105	騱	𫘬	kʰɐi53	kai1		(白)
12106	騲	草	tʃʰau33	caau2		
12107	騵	𫘪	jyn21	jyun4		
12108	騶	驺	tʃɐu53	zau1		
12109	騷	骚	ɬau53	slaau1		
12110	騸	骟	ɬin55	slin3	訓讀鏾，～雞，閹雞	(訓)
12111	騸	骟	ʃin55	sin3		
12112	騺	騺	tʃi55	zi3		
12113	騾	骡	lo21	lo4		
12114	驀	蓦	miɐk24	miak5		
12115	驁	骜	ŋau21	ngaau4		
12116	驂	骖	tʃʰam53	caam1		
12117	驃	骠	piu53	biu1	黃白色的馬	
12118	驃	骠	pʰiu55	piu3	驃勇	
12119	驄	骢	tʃʰœŋ53	coeng1		
12120	驅	驱	kʰy53	kyu1		
12121	驊	骅	wa21	waa4		
12122	驌	骕	ɬœk3	sloek2		
12123	驍	骁	hiu53	hiu1		
12124	驎	𬴊	lɐn21	lan4		
12125	驏	骣	tʃan33	zaan2		
12126	驕	骄	kiu53	giu1		
12127	驗	验	nim22	nim6	又作騐字	
12128	驚	惊	keŋ53	ging1		
12129	驛	驿	jek24	jik5		
12130	驟	骤	tʃɐu22	zau6		
12131	驢	驴	ly21	lyu4		(又)
12132	驢	驴	lu21	lu4		
12133	驣	驣	tɐŋ21	dang4		
12134	驤	骧	ɬiɐŋ53	sliang1		
12135	驥	骥	ki55	gi3		
12136	驦	骦	ʃoŋ53	sung1		
12137	驪	骊	li21	li4		
12138	驫	骉	piu53	biu1		
12139	骨	骨	kʷɐt3	gwat2		
12140	骫	骫	wɐi33	wai2		
12141	骯	肮	∅aŋ53	aang1		
12142	骰	骰	ʃek3	sik2	訓讀色	(訓)
12143	骰	骰	tɐu21	dau4		
12144	骱	骱	kai55	gaai3	骨節間銜接處	
12145	骲	骲	pau22	baau6		(文)
12146	骲	骲	pɛu22	beu6	用力擠；豬拱	(白)
12147	骴	骴	tʃʰi53	ci1		
12148	骶	骶	tɐi33	dai2		
12149	骷	骷	hu53	hu1		(文)
12150	骷	骷	kʰu53	ku1		(白)
12151	骸	骸	hai21	haai4		
12152	骹	骹	hau53	haau1	小腿	
12153	骺	骺	hɐu21	hau4		
12154	骼	骼	kiɐk3	giak2		
12155	骾	鲠	kʰaŋ33	kaang2	骨～在喉，與揢/㩿對轉	(白)
12156	骾	鲠	kɐŋ33	gang2	骨～在喉，又作鯁/哽字	
12157	骿	骿	pin21	bin4		
12158	髀	髀	pi33	bi2	大腿	
12159	髁	髁	hu53	hu1		
12160	髂	髂	kʰa55	kaa3		
12161	髃	髃	jy21	jyu4		
12162	髈	髈	piɐŋ24	biang5	～骨，肋骨，又作𩩍字	(語)
12163	髈	髈	paŋ33	baang2	同膀字	
12164	髈	髈	paŋ21	baang4	同膀字	
12165	髈	髈	pʰaŋ33	paang2	蹄髈	
12166	髊	髊	tʃʰi53	ci1		
12167	髎	髎	liu21	liu4		
12168	髏	髅	lɐu21	lau4		(文)
12169	髏	髅	lu53	lu1		(白)
12170	髑	髑	tœk2	doek6		
12171	髒	脏	tʃaŋ53	zaang1		
12172	髓	髓	ʃui33	sui2		
12173	體	体	tʰɐi33	tai2		
12174	髕	髌	pɐn53	ban1		(又)
12175	髕	髌	pɐn55	ban3		
12176	髖	髋	hun53	hun1		
12177	高	高	kau53	gaau1		
12178	髡	髡	kʷʰɐn53	kwan1		
12179	髢	髢	tʰɐi55	tai3		
12180	髣	髣	foŋ33	fung2		
12181	髦	髦	mau21	maau4		
12182	髧	髧	tɐm55	dam3	垂下，與耷對轉，又作紞字，本字帎	(語)
12183	髧	髧	tam22	daam6	髮垂	
12184	髫	髫	tiu21	diu4		
12185	髭	髭	tʃi53	zi1		
12186	髮	发	fat3	faat2		
12187	髯	髯	ȵim21	njim4		
12188	髲	髲	pi22	bi6		
12189	髶	髶	ȵœŋ55	njoeng3	毛髮、絲、線等蓬亂	(語)
12190	髶	髶	ȵoŋ55	njung3		(又)
12191	髶	髶	ȵi22	nji6	髮飾	
12192	髶	髶	jœŋ21	joeng4	髮亂	
12193	髹	髹	jɐu53	jau1		
12194	髻	髻	kɐi55	gai3		
12195	髼	髼	pœŋ21	boeng4		
12196	髽	髽	tʃa53	zaa1		
12197	鬁	鬁	li22	li6		
12198	鬃	鬃	tʃœŋ53	zoeng1		
12199	鬅	鬅	pɐŋ21	bang4	～鬙[ɬɐŋ21]楞[lɐŋ21]，不整潔	
12200	鬆	松	ɬœŋ53	sloeng1	放鬆	
12201	鬇	鬇	tʃiɐŋ53	ziang1		
12202	鬈	鬈	kyn21	gyun4		
12203	鬍	胡	hu21	hu4		
12204	鬎	鬎	lat24	laat5	鬎鬁，同瘌痢	
12205	鬏	鬏	tʃɐu53	zau1		
12206	鬑	鬑	lim21	lim4		
12207	鬒	鬒	tʃʰɐn33	can2		
12208	鬘	鬘	man21	maan4		
12209	鬙	鬙	ɬɐŋ21	slang4	鬅[pɐŋ21]～楞[lɐŋ21]，不整潔	(語)
12210	鬙	鬙	tʃɐŋ53	zang1		
12211	鬚	须	ɬy53	slyu1		(又)
12212	鬚	须	ɬu53	slu1		
12213	鬞	鬞	noŋ55	nung3	～鬤，窩囊，不整潔	
12214	鬟	鬟	wan21	waan4		
12215	鬡	鬡	neŋ21	ning4		
12216	鬢	鬓	pɐn53	ban1		(又)
12217	鬢	鬓	pɐn55	ban3		
12218	鬣	鬣	lip24	lip5		
12219	鬤	鬤	naŋ55	naang3	鬞～，窩囊，不整潔	(語)
12220	鬤	鬤	ŋiɐŋ21	ngiang4	頭髮亂貌	
12221	鬥	斗	tɐu55	dau3		
12222	鬧	闹	nau22	naau6		
12223	鬨	哄	hœŋ22	hoeng6	起鬨	
12224	鬩	阋	nek24	nik5	訓讀慝	(訓)
12225	鬭	鬭	tɐu55	dau3	拼合；～木佬，木匠，又作鬥字	
12226	鬮	阄	kɐu53	gau1		
12227	鬯	鬯	tʃʰiɐŋ55	ciang3		
12228	鬱	郁	wɐt3	wat2	愁	
12229	鬲	鬲	kiɐk3	giak2	鬲津，膠鬲	
12230	鬲	鬲	lek24	lik5	古代炊具	
12231	鬷	鬷	tʃœŋ53	zoeng1		
12232	鬹	鬶	kʷʰɐi53	kwai1		
12233	鬻	鬻	ȵœk24	njoek5	賣	
12234	鬻	鬻	tʃœk3	zoek2	同粥字	
12235	鬼	鬼	kʷɐi33	gwai2		
12236	鬾	鬾	ki22	gi6	冥衣	
12237	鬾	鬾	ki21	gi4	小兒鬼	
12238	魁	魁	kʷʰɐi53	kwai1		(又)
12239	魁	魁	kʰui53	kui1		
12240	魂	魂	wɐn21	wan4		
12241	魃	魃	pat2	baat6		
12242	魄	魄	tʰak3	taak2	落魄，又作落拓	(又)
12243	魄	魄	pok2	buk6	落魄，又作落泊	(又)
12244	魄	魄	pʰiɐk3	piak2	魂魄	
12245	魅	魅	mi22	mi6		
12246	魆	魆	wɐt3	wat2		
12247	魈	魈	ɬiu53	sliu1		
12248	魋	魋	tʃui53	zui1	同椎字	
12249	魋	魋	tui21	dui4	獸名	
12250	魌	魌	hi53	hi1		
12251	魍	魍	moŋ24	mung5		
12252	魎	魉	liɐŋ24	liang5		
12253	魏	魏	wɐi22	wai6		
12254	魑	魑	tʃʰi53	ci1		
12255	魔	魔	mo53	mo1		
12256	魘	魇	jim33	jim2		
12257	魚	鱼	jy21	jyu4		(又)
12258	魚	鱼	ȵy21	njyu4		
12259	魛	鱽	tau53	daau1		
12260	魢	鱾	ki33	gi2		
12261	魨	鲀	tɐn21	dan4		
12262	魯	鲁	lu24	lu5		
12263	魴	鲂	foŋ21	fung4		
12264	魷	鱿	jɐu21	jau4		
12265	魽	𫠐	kɛm24	gem5	又作鰜字	
12266	鮀	𬶍	to21	do4		
12267	鮁	鲅	pat2	baat6		
12268	鮃	鲆	peŋ21	bing4		
12269	鮆	𫚖	tʃʰi33	ci2		
12270	鮈	𬶋	kʰy53	kyu1		
12271	鮊	鲌	piɐk2	biak6		
12272	鮋	鲉	jɐu21	jau4		
12273	鮍	鲏	pi21	bi4		
12274	鮎	鲇	nim21	nim4		
12275	鮐	鲐	tai21	daai4		
12276	鮑	鲍	pau53	baau1		
12277	鮒	鲋	fu22	fu6		
12278	鮓	鲊	tʃa24	zaa5	劣質的，又作苴字	(語)
12279	鮓	鲊	tʃa33	zaa2	鮓肉	
12280	鮗	鮗	tœŋ53	doeng1		
12281	鮚	鲒	kit3	git2		
12282	鮜	鲘	hɐu22	hau6		
12283	鮝	鲞	ɬiɐŋ33	sliang2		
12284	鮞	鲕	ji21	ji4		
12285	鮟	𩽾	∅an53	aan1		
12286	鮠	𬶏	wɐi21	wai4		
12287	鮡	𬶐	ʃiu22	siu6		(又)
12288	鮡	𬶐	tʃiu22	ziu6		
12289	鮣	䲟	∅ɐn55	an3		
12290	鮦	鲖	tʃɐu22	zau6	鮦陽	
12291	鮦	鲖	tœŋ21	doeng4	鮦魚	
12292	鮪	鲔	hui33	hui2		
12293	鮫	鲛	kau53	gaau1		
12294	鮭	鲑	kʷɐi53	gwai1		
12295	鮮	鲜	ɬin33	slin2	鮮少	(又)
12296	鮮	鲜	ɬin53	slin1	新鮮；朝鮮	(又)
12297	鮮	鲜	ɬyn33	slyun2	鮮少	
12298	鮮	鲜	ɬyn53	slyun1	新鮮；朝鮮	
12299	鮶	鲪	kʷɐn53	gwan1		
12300	鮸	𩾃	min24	min5		
12301	鮺	鲝	tʃa33	zaa2		
12302	鯀	鲧	kʷʰɐn33	kwan2		(又)
12303	鯀	鲧	kʷɐn33	gwan2		
12304	鯁	鲠	kʰaŋ33	kaang2	骨～在喉，與揢/㩿對轉	(白)
12305	鯁	鲠	kɐŋ33	gang2	骨～在喉，又作哽/骾字	
12306	鯇	鲩	wan24	waan5		
12307	鯉	鲤	li24	li5		
12308	鯊	鲨	ʃa53	saa1		
12309	鯒	鲬	jœŋ24	joeng5		
12310	鯔	鲻	tʃi53	zi1		
12311	鯕	鲯	ki21	gi4		
12312	鯖	鲭	tʃʰeŋ53	cing1	魚名	
12313	鯖	鲭	tʃeŋ53	zing1	同𦙫字，魚肉雜燴	
12314	鯗	鲞	ɬiɐŋ33	sliang2		
