ID	TRAD	SIMP	IPA	JYUTPING	EXPL	NOTE
1800	嗯	嗯	∅ɐŋ55	ang3	使勁憋，～屎，拉屎，又作䬬字	(語)
1801	嗯	嗯	ŋ̍24	ng5	表疑問	
1802	嗯	嗯	ŋ̍22	ng6	表答應	
1803	嗰	嗰	ko33	go2	粵字，那，本字箇，本地用爾[ȵi22]	
1804	嗱	嗱	na21	naa4		
1805	嗲	嗲	te33	de2	撒嬌	
1806	嗲	嗲	te21	de4	流～～，滴瀝貌	
1807	嗵	嗵	tʰœŋ53	toeng1		
1808	嗶	哔	pɐt3	bat2		
1809	嗷	嗷	ŋɛu55	ngeu3	詞綴，哭～～	(語)
1810	嗷	嗷	ŋau55	ngaau3	詞綴，煙～～	(語)
1811	嗷	嗷	∅au53	aau1	象聲詞；語氣詞	(語)
1812	嗷	嗷	ŋau21	ngaau4		
1813	嗺	嗺	tʃʰui53	cui1		
1814	嗻	嗻	tʃe53	ze1	語氣詞，而已，又作啫字	
1815	嗽	嗽	ɬɐu55	slau3		
1816	嗾	嗾	tʃœk2	zoek6		(又)
1817	嗾	嗾	ɬɐu33	slau2		
1818	嘀	嘀	tek2	dik6	嘀咕	
1819	嘀	嘀	tek5	dik3	嘀嗒，又作滴答；硬～～，硬邦邦	
1820	嘁	嘁	tʃʰek3	cik2		(又)
1821	嘁	嘁	tʃʰi53	ci1		
1822	嘅	嘅	kɐ33	ga2	弱讀	(語)
1823	嘅	嘅	ke55	ge3	助詞，的，本字個	
1824	嘅	嘅	kʰai55	kaai3	同慨字	
1825	嘆	叹	tʰan55	taan3		
1826	嘈	嘈	tʃau21	zaau4		
1827	嘉	嘉	ka53	gaa1		
1828	嘌	嘌	pʰiu53	piu1	疾速	
1829	嘌	嘌	pʰiu55	piu3	嘌呤	
1830	嘍	喽	lɐu21	lau4		
1831	嘎	嘎	ka53	gaa1	笑聲	
1832	嘎	嘎	ka21	gaa4	嘎調；嘎嘎兒	
1833	嘎	嘎	kat3	gaat2	鴨叫聲；象聲詞	
1834	嘏	嘏	ka33	gaa2		(又)
1835	嘏	嘏	ku33	gu2		
1836	嘐	嘐	lɛu55	leu3	啁[tʃɛu55]嘐，嘴巴厲害	(語)
1837	嘐	嘐	kau53	gaau1	雞鳴	
1838	嘐	嘐	hau53	haau1	誇語	
1839	嘑	嘑	hu53	hu1	同呼字	
1840	嘑	嘑	hu55	hu3	呼喝	
1841	嘑	嘑	la55	laa3	語氣詞	
1842	嘔	呕	∅ɐu33	au2		
1843	嘖	啧	tʃiɐk3	ziak2		
1844	嘗	尝	ʃiɐŋ21	siang4		
1845	嘚	嘚	tɐk3	dak2		
1846	嘛	嘛	ma24	maa5	句末疑問詞，又作嗎字	(語)
1847	嘛	嘛	ma21	maa4	喇嘛；助詞	
1848	嘛	嘛	ma55	maa3	助詞；唵嘛呢叭咪吽；<又>喇嘛	
1849	嘜	唛	mɐk5	mak3	罐頭盒，英語mug；商標，英語mark	(外)
1850	嘞	嘞	lɐk5	lak3	詞綴，跳～～，跳動貌	(語)
1851	嘞	嘞	lak5	laak3	～咑，不整潔	(語)
1852	嘞	嘞	lak5	laak3	裂開	
1853	嘞	嘞	la53	laa1	語氣詞	
1854	嘟	嘟	tu53	du1		
1855	嘡	嘡	tʰaŋ53	taang1		
1856	嘢	嘢	ŋe24	nge5	東西，一說本字個，乜嘢即乜嘅（物個），一說本字野或惹	
1857	嘣	嘣	pɐŋ53	bang1		
1858	嘥	嘥	ɬai53	slaai1	一兩歲小兒死亡，本字㩄	
1859	嘦	嘦	tʃiu55	ziu3		
1860	嘧	嘧	mɐt24	mat5		
1861	嘩	哗	wa53	waa1	同譁字	
1862	嘩	哗	wa21	waa4	嘆詞	
1863	嘬	嘬	tʃot5	zot3		(又)
1864	嘬	嘬	ȵai55	njaai3	嚼	(白)
1865	嘬	嘬	tʃʰai55	caai3	咬；吃	
1866	嘬	嘬	tʃyt3	zyut2	吮吸	
1867	嘭	嘭	pʰaŋ53	paang1	擬聲詞；詞綴，聾～～，聾貌	(語)
1868	嘭	嘭	paŋ21	baang4	擬聲詞	(語)
1869	嘭	嘭	pɐŋ21	bang4		
1870	嘮	唠	lau21	laau4		
1871	嘯	啸	ɬiu55	sliu3		
1872	嘰	叽	ki53	gi1		
1873	嘲	嘲	tʃau53	zaau1		
1874	嘴	嘴	tʃui33	zui2		
1875	嘵	哓	hiu53	hiu1		
1876	嘶	嘶	ɬɐi53	slai1		(又)
1877	嘶	嘶	ɬi53	sli1		
1878	嘸	呒	mo55	mo3	喃嘸（南無）佬，道士和尚	(語)
1879	嘸	呒	fu33	fu2	驚愕	
1880	嘸	呒	mo21	mo4	否定詞	
1881	嘹	嘹	liu21	liu4		
1882	嘻	嘻	hi21	hi4	笑～～，元音象義	(又)
1883	嘻	嘻	he21	he4	笑～～，又作哈字，元音象義	(又)
1884	嘻	嘻	hi53	hi1		
1885	嘽	啴	tʰan53	taan1	嘽嘽	
1886	嘽	啴	tʃʰin33	cin2	寬舒	
1887	嘿	嘿	hi53	hi1	笑聲	
1888	嘿	嘿	mɐk24	mak5	同默字	
1889	噀	噀	ɬun55	slun3		
1890	噁	𫫇	∅ak3	aak2	噁心	
1891	噁	𫫇	wu55	wu3	喑噁	
1892	噂	噂	tʃun33	zun2		
1893	噃	噃	po55	bo3	語氣詞	
1894	噅	𠯠	wɐi53	wai1		
1895	噆	噆	tʃʰam33	caam2	叼、銜；咬、叮	
1896	噇	噇	tʃoŋ21	zung4		
1897	噉	噉	kam33	gaam2	粵字，表狀態，這樣/那樣，箇物的合音，本地用梗/耿[kiɐŋ55]	
1898	噉	噉	tam22	daam6	同啖字	
1899	噌	噌	tʃɐŋ53	zang1	擬聲詞	
1900	噌	噌	tʃʰɐŋ53	cang1	叱責；噌吰	
1901	噍	噍	tʃiu22	ziu6	嚼	
1902	噎	噎	∅ɛt3	et2		(又)
1903	噎	噎	jit3	jit2		
1904	噏	噏	ŋɐp5	ngap3	胡說，又作𡀾字，與啽/吟對轉	(語)
1905	噏	噏	ŋap5	ngaap3		(又)
1906	噏	噏	kʰɐp3	kap2	同吸字	
1907	噒	噒	lɐn53	lan1	啃；緊、結實	
1908	噓	嘘	ʃy55	syu3	模擬狗聲指使狗，析音作射豬	(語)
1909	噓	嘘	hy53	hyu1	吹噓	
1910	噓	嘘	ʃy21	syu4	嘆詞	
1911	噔	噔	tɐŋ53	dang1		
1912	噗	噗	pʰok3	puk2		
1913	噘	噘	ty55	dyu3	蚊蟲叮	(語)
1914	噘	噘	kʰyt3	kyut2		
1915	噙	噙	kɐm21	gam4		
1916	噚	噚	tʃɐm21	zam4		
1917	噝	咝	ɬi53	sli1		
1918	噠	哒	tat2	daat6		
1919	噢	噢	∅au55	aau3	嘆詞	
1920	噢	噢	jy33	jyu2	噢咻	
1921	噤	噤	kɐm55	gam3		
1922	噥	哝	nœŋ21	noeng4		
1923	噦	哕	∅œt2	oet6	嘔吐聲	(語)
1924	噦	哕	we33	we2	嘔吐	(語)
1925	噦	哕	jyt24	jyut5	嘔吐	
1926	噦	哕	wɐi55	wai3	噦噦	
1927	器	器	hi55	hi3		
1928	噩	噩	ŋak24	ngaak5		
1929	噪	噪	tʃʰau55	caau3		
1930	噫	噫	ji53	ji1		
1931	噬	噬	ʃi55	si3		
1932	噯	嗳	∅ai53	aai1	同哎字	
1933	噯	嗳	∅ai33	aai2	噯氣；嘆詞	
1934	噰	噰	∅œŋ53	oeng1		
1935	噱	噱	kʰiɐk3	kiak2	大笑；噱（㖸）頭，俗作謔頭	
1936	噲	哙	wai55	waai3		
1937	噴	喷	pʰɐn53	pan1	訓斥	(語)
1938	噴	喷	pʰɐn55	pan3	噴水；噴香	
1939	噶	噶	ka53	gaa1	譯音用字	
1940	噶	噶	kat3	gaat2	象聲詞	
1941	噷	噷	hm53	hm1		
1942	噸	吨	tɐn53	dan1		
1943	噹	当	taŋ53	daang1	啷噹	
1944	噺	噺	ɬɐn53	slan1		
1945	噻	噻	ɬɐk2	slak6	醒～，精神，古壯字萨	(語)
1946	噻	噻	ɬɐk3	slak2		
1947	噼	噼	pʰɛt5	pet3	穮～～，（植物子實）不飽滿或（木頭）內部不結實	(語)
1948	噼	噼	pʰek5	pik3	擬聲詞	
1949	嚀	咛	neŋ55	ning3	細～～，小貌	(語)
1950	嚀	咛	neŋ21	ning4	叮嚀	
1951	嚃	嚃	tʰap3	taap2		(又)
1952	嚃	嚃	tap2	daap6		
1953	嚄	嚄	wiɐk2	wiak6		(又)
1954	嚄	嚄	hok2	huk6	嚄唶	
1955	嚄	嚄	∅o24	o5	嘆詞	
1956	嚅	嚅	jy21	jyu4		
1957	嚆	嚆	hau53	haau1		
1958	嚇	吓	hiɐk3	hiak2		
1959	嚊	嚊	pɐt2	bat6		(又)
1960	嚊	嚊	py24	byu5	咇[pɐt2]咇[pɐt2]～～，囉嗦、嘮叨	(語)
1961	嚊	嚊	pi22	bi6		
1962	嚌	哜	tʃɐi22	zai6	嚐	
1963	嚌	哜	kai53	gaai1	嚌嚌	
1964	嚎	嚎	hau21	haau4		
1965	嚏	嚏	tʰɐi55	tai3		
1966	嚐	尝	ʃiɐŋ21	siang4		
1967	嚓	嚓	tʃʰat3	caat2		
1968	嚕	噜	lu53	lu1	嚕囌	
1969	嚗	嚗	pak2	baak6	拍（翅膀）	(語)
1970	嚗	嚗	pak3	baak2	象聲詞；怒聲	
1971	嚙	啮	ŋɛt24	nget5	啃、咬，與齞/齴/𪗛對轉	(白)
1972	嚙	啮	nit24	nit5	嚙齒，同齧字	
1973	嚙	啮	ŋat24	ngaat5	啃、咬，與齦對轉	
1974	嚚	嚚	ŋɐn21	ngan4		
1975	嚜	嚜	mak5	maak3	砍、鋤；瘦～喀[kʰak5]，很瘦，與蜢對轉	(語)
1976	嚜	嚜	ma53	maa1	助詞	
1977	嚜	嚜	mɐk5	mak3	同嘜字	
1978	嚜	嚜	mɐk24	mak5	同默字	
1979	嚟	嚟	lɐi21	lai4	同黎字	
1980	嚟	嚟	lai21	laai4	粵字，來，本字來	
1981	嚡	嚡	hai21	haai4	使東西從嘴裏出來	
1982	嚤	嚤	mu53	mu1	動作慢，一說本字靡	
1983	嚥	咽	jin55	jin3		(又)
1984	嚥	咽	jyn55	jyun3		
1985	嚦	呖	lek24	lik5		
1986	嚨	咙	lœŋ21	loeng4		
1987	嚭	嚭	pʰi33	pi2		
1988	嚮	向	hiɐŋ55	hiang3		
1989	嚯	嚯	ho53	ho1		
1990	嚱	嚱	hi53	hi1		
1991	嚲	亸	to33	do2		
1992	嚳	喾	kœk3	goek2		
1993	嚴	严	ȵim21	njim4		
1994	嚶	嘤	∅eŋ53	ing1		
1995	嚷	嚷	ŋiɐŋ22	ngiang6		
1996	嚹	嚹	la55	laa3		
1997	嚼	嚼	tʃiɐk3	ziak2		
1998	嚾	嚾	hun53	hun1	同歡字	
1999	嚿	嚿	kɐu22	gau6	塊、團，本字䊆	(量)
2000	囀	啭	tʃyn33	zyun2		
2001	囁	嗫	nip24	nip5		(又)
2002	囁	嗫	nɛp5	nep3	蚊蟲咬	(語)
2003	囁	嗫	tʃip3	zip2		
2004	囂	嚣	hiu53	hiu1		
2005	囅	冁	tʃin33	zin2		(又)
2006	囅	冁	tʃyn33	zyun2		(又)
2007	囅	冁	tʃʰin33	cin2		
2008	囈	呓	ŋɐi22	ngai6		(又)
2009	囈	呓	ȵi22	nji6		
2010	囉	啰	lo53	lo1	囉嗦	
2011	囉	啰	lo21	lo4	嘍囉	
2012	囉	啰	lo55	lo3	助詞	
2013	囊	囊	naŋ21	naang4		
2014	囌	苏	ɬu53	slu1	嚕囌	
2015	囑	嘱	tʃœk3	zoek2		
2016	囓	啮	ŋɛt24	nget5	啃、咬，與齞/齴/𪗛對轉	(白)
2017	囓	啮	nit24	nit5	囓齒，同齧字	
2018	囓	啮	ŋat24	ngaat5	啃、咬，與齦對轉	
2019	囔	囔	naŋ21	naang4		
2020	囖	囖	lo53	lo1		
2021	囚	囚	tʃɐu21	zau4		
2022	四	四	ɬi55	sli3		
2023	囝	囝	tʃai33	zaai2	小孩	
2024	囝	囝	nam21	naam4	同囡字	
2025	回	回	wɐi21	wai4		
2026	囟	囟	ɬɐn55	slan3		
2027	因	因	∅ɐn53	an1		
2028	囡	囡	nam21	naam4		
2029	囤	囤	tɐn21	dan4		
2030	囧	囧	kʷeŋ24	gwing5		
2031	囪	囱	tʰœŋ53	toeng1	煙囪，又作煙通	(語)
2032	囪	囱	tʃʰœŋ53	coeng1	煙囪	
2033	囪	囱	tʃʰaŋ53	caang1	同窗字	
2034	囫	囫	kʷʰɐt3	kwat2		(又)
2035	囫	囫	fɐt3	fat2		
2036	困	困	wɐn55	wan3	囚禁，與屈對轉，俗字圂/韞	(白)
2037	困	困	kʷʰɐn55	kwan3		
2038	囱	囱	tʰœŋ53	toeng1	煙囱，又作煙通	(語)
2039	囱	囱	tʃʰœŋ53	coeng1	煙囱	
2040	囱	囱	tʃʰaŋ53	caang1	同窗字	
2041	囷	囷	kʷʰɐn53	kwan1		
2042	囹	囹	leŋ21	ling4		
2043	固	固	ku55	gu3		
2044	囿	囿	jɐu22	jau6		
2045	圂	圂	wɐn22	wan6		
2046	圃	圃	pʰu33	pu2		
2047	圄	圄	jy24	jyu5		
2048	圇	囵	lɐn21	lan4		
2049	圈	圈	hyn53	hyun1	圓圈	
2050	圈	圈	kyn22	gyun6	豬圈	
2051	圉	圉	jy24	jyu5		
2052	圊	圊	tʃʰeŋ53	cing1		
2053	國	国	kok3	guk2		
2054	圌	圌	ʃui21	sui4	圌山	
2055	圌	圌	tʃyn21	zyun4	同篅字	
2056	圍	围	wɐi21	wai4		
2057	圐	圐	kʰu53	ku1		
2058	園	园	jyn21	jyun4		
2059	圓	圆	jyn21	jyun4		
2060	圖	图	tu21	du4		
2061	團	团	tun21	dun4		
2062	圙	圙	liɐk24	liak5		
2063	圜	圜	jyn21	jyun4	同圓字	
2064	圜	圜	wan21	waan4	圍繞	
2065	圝	𪢮	lon21	lon4	圓形	(語)
2066	圝	𪢮	lun21	lun4		
2067	圞	𪢮	lun21	lun4		
2068	土	土	tʰu33	tu2		
2069	圢	圢	tʰeŋ33	ting2		
2070	圣	圣	ʃeŋ55	sing3		
2071	在	在	tʃai22	zaai6		
2072	圩	圩	hy53	hyu1	同墟字	
2073	圩	圩	wɐi21	wai4	圩堤	
2074	圪	圪	kɐt2	gat6	圪墶	(又)
2075	圪	圪	ŋɐt2	ngat6	牆高貌	
2076	圫	圫	∅au55	aau3		
2077	圬	圬	wu53	wu1		
2078	圭	圭	kʷɐi53	gwai1		
2079	圮	圮	pʰi33	pi2		
2080	圯	圯	ji21	ji4		
2081	地	地	ti22	di6		
2082	圲	圲	tʃʰin53	cin1		
2083	圳	圳	tʃɐn55	zan3	深圳；溝渠，本字甽	
2084	圻	圻	ŋɐn21	ngan4	同垠字	
2085	圻	圻	ki21	gi4	地的邊界	
2086	圾	圾	ɬap3	slaap2	垃圾，本字擸𢶍	
2087	址	址	tʃi33	zi2		
2088	坁	坁	tʃi33	zi2		
2089	坂	坂	pan33	baan2		
2090	坅	坅	hɐm33	ham2	坑	
2091	均	均	kʷɐn53	gwan1		(又)
2092	均	均	kʷʰɐn53	kwan1		
2093	坉	坉	tɐn21	dan4	以草裹土築城及填水；田隴	
2094	坉	坉	tɐn22	dan6	同沌字；塞	
2095	坊	坊	foŋ53	fung1		
2096	坋	坋	fɐn24	fan5		
2097	坌	坌	pɐn22	ban6		
2098	坍	坍	tʰam53	taam1		(又)
2099	坍	坍	tɐm21	dam4	壓；塌下，古壯字埮	(語)
2100	坍	坍	tʰan53	taan1		
2101	坎	坎	kʰam33	kaam2		
2102	坏	坏	pʰui53	pui1	同坯字	
2103	坏	坏	wai22	waai6	同壞字	
2104	坐	坐	tʃu24	zu5		
2105	坑	坑	kʰɐŋ53	kang1		
2106	坒	坒	pi22	bi6		(又)
2107	坒	坒	pɐi22	bai6		
2108	坡	坡	pʰo53	po1		
2109	坤	坤	kʷʰɐn53	kwan1		
2110	坥	坥	tʃʰy53	cyu1		
2111	坦	坦	tʰan33	taan2		
2112	坨	坨	to21	do4		
2113	坩	坩	ham53	haam1		
2114	坪	坪	peŋ21	bing4		
2115	坫	坫	tim55	dim3		
2116	坬	坬	kʷa55	gwaa3		
2117	坭	坭	nɐi21	nai4		
2118	坯	坯	pʰui53	pui1		
2119	坰	坰	kʷeŋ53	gwing1		
2120	坳	坳	∅au55	aau3		
2121	坴	坴	lœk24	loek5		
2122	坷	坷	kʰo33	ko2		
2123	坺	坺	pɛt2	bet6	古地名；<語>溼～～，溼貌；腍～～，軟貌	(白)
2124	坺	坺	pat2	baat6		
2125	坻	坻	tɐi33	dai2	寶坻縣	
2126	坻	坻	tʃi21	zi4	水中高地	
2127	坼	坼	tʃʰiɐk3	ciak2		
2128	坽	坽	leŋ55	ling3	坡道；傾斜	(語)
2129	坽	坽	leŋ21	ling4		
2130	垂	垂	ʃui21	sui4		
2131	垃	垃	lap24	laap5	垃圾，本字擸𢶍	
2132	垈	垈	tai22	daai6		
2133	型	型	heŋ21	hing4		
2134	垌	垌	tœŋ22	doeng6	田垌；儒垌，廣東地名	
2135	垌	垌	tœŋ21	doeng4	坰冢，湖北地名	
2136	垍	垍	ki22	gi6		
2137	垎	垎	hiɐk2	hiak6		
2138	垏	垏	lɐt24	lat5		
2139	垓	垓	kai53	gaai1		
2140	垔	垔	∅ɐn53	an1		
2141	垕	垕	hɐu24	hau5	同厚字；姓	
2142	垙	垙	koŋ53	gung1		
2143	垚	垚	jiu21	jiu4		
2144	垛	垛	to22	do6		
2145	垞	垞	tʃa21	zaa4		
2146	垟	垟	jiɐŋ21	jiang4		
2147	垠	垠	ŋɐn21	ngan4		
2148	垡	垡	fat2	faat6		
2149	垢	垢	kɐu55	gau3		
2150	垣	垣	wun21	wun4		
2151	垤	垤	tit2	dit6		
2152	垧	垧	hiɐŋ33	hiang2		
2153	垮	垮	kʷʰa53	kwaa1		
2154	垵	埯	∅am33	aam2		
2155	垸	垸	jyn22	jyun6		
2156	垺	垺	pɐu21	bau4	盛大	
2157	垺	垺	pʰui53	pui1	製陶模型；大	
2158	垺	垺	fu53	fu1	同郛字	
2159	垻	坝	pa55	baa3		
2160	垽	垽	ŋɐn22	ngan6		
2161	垾	垾	han22	haan6		
2162	垿	垿	tʃy22	zyu6		
2163	埂	埂	kɐŋ33	gang2		
2164	埃	埃	∅ai53	aai1	埃及；塵埃	
2165	埆	埆	kʰak3	kaak2		
2166	埇	埇	jœŋ24	joeng5		
2167	埋	埋	mai21	maai4		
2168	埌	埌	laŋ24	laang5	地名，埌東、埌西，與㙟/塱同源	
2169	埌	埌	laŋ22	laang6	墳墓	
2170	城	城	ʃeŋ21	sing4		
2171	埏	埏	jin21	jin4	邊際	(又)
2172	埏	埏	ʃin53	sin1	揉和	
2173	埏	埏	jyn21	jyun4	邊際	
2174	埒	埒	lyt24	lyut5		
2175	埔	埔	pu55	bu3		
2176	埕	埕	tʃeŋ21	zing4	罈子	
2177	埗	埗	pu22	bu6		
2178	埝	埝	nim22	nim6		
2179	埞	埞	tɐi21	dai4	同堤字	
2180	埞	埞	teŋ22	ding6	同定字	
2181	域	域	wek24	wik5		
2182	埠	埠	fɐu22	fau6	商埠	
2183	埠	埠	pu22	bu6	埠頭，又作埗字；石埠，地名	
2184	埡	垭	∅a55	aa3		
2185	埤	埤	pi21	bi4	增加	
2186	埤	埤	pi53	bi1	同卑字	
2187	埤	埤	pɐi24	bai5	埤堄	
2188	埨	𫭢	lɐn21	lan4		
2189	埪	埪	hœŋ53	hoeng1		
2190	埫	埫	tʃʰœŋ33	coeng2		
2191	埭	埭	tai22	daai6		(又)
2192	埭	埭	tɐi22	dai6		
2193	埮	埮	tɐm21	dam4	古壯字，倒塌，又作坍字	(語)
2194	埮	埮	tam21	daam4	同壜字	
2195	埮	埮	tam22	daam6	地平而長	
2196	埯	埯	∅am33	aam2		
2197	埰	采	tʃʰai55	caai3		
2198	埲	埲	pœŋ22	boeng6		
2199	埳	埳	ham33	haam2		
2200	埴	埴	tʃek2	zik6		
2201	埵	埵	tu33	du2		
2202	執	执	ȵɐp5	njap3	撮、抓	(白)
2203	執	执	tʃɐp3	zap2		
2204	埸	埸	jek24	jik5		
2205	培	培	pui21	bui4		
2206	基	基	ki53	gi1		
2207	埻	埻	tʃɐn33	zan2	箭靶	
2208	埻	埻	tui53	dui1	欑塗所覆	
2209	埼	埼	ki21	gi4		
2210	埽	埽	ɬau55	slaau3		
2211	埿	埿	pam22	baam6	淤泥，爛～田，爛泥田，又作湴字	
2212	堀	堀	wɐt3	wat2		
2213	堂	堂	taŋ21	daang4		
2214	堃	堃	kʷʰɐn53	kwan1		
2215	堅	坚	kin53	gin1		(又)
2216	堅	坚	kyn53	gyun1		
2217	堆	堆	tui53	dui1		
2218	堇	堇	kɐn33	gan2		
2219	堉	堉	ȵœk24	njoek5		
2220	堊	垩	∅ak3	aak2		
2221	堋	堋	pɐŋ55	bang3	喪葬下土	
2222	堋	堋	pɐŋ21	bang4	分水堤壩	
2223	堌	堌	ku55	gu3		
2224	堍	堍	tʰu55	tu3		
2225	堎	堎	leŋ21	ling4		
2226	堐	堐	ŋai21	ngaai4		
2227	堖	垴	nau24	naau5		
2228	堙	堙	∅ɐn53	an1		
2229	堝	埚	ku53	gu1		
2230	堞	堞	tip2	dip6		
2231	堠	堠	hɐu22	hau6		
2232	堡	堡	pau33	baau2		
2233	堤	堤	tɐi21	dai4		
2234	堧	堧	ȵyn21	njyun4		
2235	堨	堨	nit24	nit5		(又)
2236	堨	堨	∅at3	aat2	阻塞；堤堰	
2237	堨	堨	∅ai33	aai2	塵埃	
2238	堨	堨	nip24	nip5	璧間隙	
2239	堪	堪	kʰam53	kaam1		
2240	堯	尧	jiu21	jiu4		
2241	堰	堰	jin55	jin3		
2242	報	报	pau55	baau3		
2243	堲	堲	tʃek3	zik2		
2244	場	场	tʃiɐŋ21	ziang4		
2245	堵	堵	tu33	du2		
2246	堶	堶	to21	do4		
2247	堼	堼	hiɐŋ22	hiang6		
2248	堽	堽	kaŋ53	gaang1	長堽嶺，地名	
2249	堾	堾	tʃʰɐn53	can1		
2250	堿	碱	kan33	gaan2		(文)
2251	堿	碱	kɛn33	gen2		(白)
2252	塀	塀	peŋ21	bing4		
2253	塄	塄	leŋ21	ling4		(又)
2254	塄	塄	lɐŋ21	lang4		
2255	塅	塅	tun22	dun6		
2256	塊	块	wai55	waai3		
2257	塋	茔	weŋ21	wing4		
2258	塌	塌	tʰap3	taap2		
2259	塍	塍	ʃeŋ21	sing4		
2260	塏	垲	kʰai33	kaai2		
2261	塑	塑	ɬu55	slu3		
2262	塒	埘	ʃi21	si4		
2263	塔	塔	tʰap3	taap2		
2264	塗	涂	tu21	du4		
2265	塘	塘	taŋ21	daang4		
2266	塚	冢	tʃœŋ33	zoeng2		
2267	塝	塝	paŋ22	baang6		
2268	塞	塞	ɬɐk3	slak2	塞車	
2269	塞	塞	ʃai55	saai3	邊塞	
2270	塢	坞	wu53	wu1		
2271	塤	埙	hyn53	hyun1		
2272	塥	塥	kiɐk3	giak2		
2273	填	填	tin21	din4		
2274	塬	塬	jyn21	jyun4		
2275	塱	塱	laŋ24	laang5	同㙟字	
2276	塳	塳	pœŋ21	boeng4		
2277	塵	尘	tʃɐn21	zan4		
2278	塸	𫭟	∅ɐu33	au2		
2279	塹	堑	tʃʰim55	cim3		
2280	塽	塽	ʃaŋ33	saang2		
2281	塾	塾	ʃœk2	soek6		
2282	塿	𪣻	lɐu24	lau5		
2283	墀	墀	tʃi21	zi4		
2284	墁	墁	man22	maan6		
2285	境	境	keŋ33	ging2		
2286	墅	墅	ʃy24	syu5		
2287	墈	墈	ham55	haam3	邊緣，又作磡字	
2288	墈	墈	ham33	haam2	河岸，又作磡字	
2289	墉	墉	jœŋ21	joeng4		
2290	墊	垫	tim22	dim6	訓讀簟	(訓)
2291	墐	墐	kɐn33	gan2		(又)
2292	墐	墐	kɐn22	gan6		
2293	墒	墒	ʃiɐŋ53	siang1		
2294	墓	墓	mu22	mu6		
2295	墕	墕	jin55	jin3		
2296	墘	墘	kyn21	gyun4		(又)
2297	墘	墘	kin21	gin4		
2298	墚	墚	liɐŋ21	liang4		
2299	墜	坠	tʃui22	zui6		
2300	增	增	tʃɐŋ53	zang1		
2301	墟	墟	hy53	hyu1		
2302	墠	𫮃	ʃyn22	syun6		(又)
2303	墠	𫮃	ʃin22	sin6		
2304	墡	墡	ʃin22	sin6		(又)
2305	墡	墡	ʃyn22	syun6		
2306	墣	墣	pʰok3	puk2		
2307	墦	墦	fan21	faan4		
2308	墨	墨	mɐk24	mak5		
2309	墩	墩	tɐn33	dan2		(白)
2310	墩	墩	tɐn53	dan1		
2311	墬	墬	ti22	di6		
2312	墮	堕	to22	do6		
2313	墳	坟	fɐn21	fan4		
2314	墶	垯	tat3	daat2	<名>圪墶；<量>塊，一～地方，又作笪字	
2315	墺	墺	∅au55	aau3		
2316	墻	墙	tʃiɐŋ21	ziang4		
2317	墼	墼	kek3	gik2		
2318	墾	垦	hɐn33	han2		
2319	壁	壁	pek3	bik2		
2320	壅	壅	∅œŋ53	oeng1	埋，壅肥	
2321	壆	坣	pok3	buk2	壟	
2322	壇	坛	tan21	daan4		
2323	壈	𡒄	lɐm24	lam5		
2324	壋	垱	taŋ55	daang3		(又)
2325	壋	垱	taŋ33	daang2		
2326	壎	埙	hyn53	hyun1		
2327	壑	壑	kʰak3	kaak2		
2328	壓	压	∅ap3	aap2		(又)
2329	壓	压	∅at3	aat2		
2330	壕	壕	hau21	haau4		
2331	壘	垒	lui53	lui1	一～堆，一大堆，或作磊䇏/累墜/礧䃍	(又)
2332	壘	垒	lui24	lui5	堡壘	
2333	壙	圹	kʷʰaŋ55	kwaang3		(白)
2334	壙	圹	kʰoŋ55	kung3		
2335	壚	垆	lu21	lu4		
2336	壜	坛	tam21	daam4		
2337	壞	坏	wai22	waai6		
2338	壟	垄	lœŋ24	loeng5		
2339	壠	垄	lœŋ24	loeng5	同壟字	
2340	壢	坜	lek24	lik5		
2341	壤	壤	ŋiɐŋ22	ngiang6		
2342	壩	坝	pa55	baa3		
2343	壪	塆	wan53	waan1		
2344	士	士	ʃɐi22	sai6		
2345	壬	壬	ȵɐm21	njam4		
2346	壯	壮	tʃaŋ55	zaang3		
2347	壹	壹	∅ɐt3	at2		
2348	壺	壶	hu21	hu4		
2349	壻	婿	ɬɐi55	slai3		
2350	壼	壸	kʷʰɐn33	kwan2		
2351	壽	寿	ʃɐu22	sau6		
2352	壾	壾	maŋ24	maang5		
2353	复	复	fœk3	foek2		
2354	夏	夏	ja22	jaa6		
2355	夐	夐	heŋ55	hing3	遠	
2356	夐	夐	hyn55	hyun3	營求	
2357	夔	夔	kʷɐi21	gwai4		
2358	夕	夕	tʃek2	zik6		
2359	外	外	wai22	waai6		
2360	夙	夙	ɬœk3	sloek2		
2361	多	多	to53	do1		
2362	夜	夜	je22	je6	夜來香	(文)
2363	夜	夜	ja22	jaa6	半夜	(白)
2364	夠	够	kɐu55	gau3		
2365	夢	梦	mœŋ22	moeng6		
2366	夤	夤	jɐn21	jan4		
2367	夥	伙	hu33	hu2		
2368	大	大	tai22	daai6		
2369	天	天	tʰin53	tin1		
2370	太	太	tʰai55	taai3		
2371	夫	夫	fu53	fu1	夫妻	
2372	夫	夫	fu21	fu4	悲夫	
2373	夬	夬	kʷai55	gwaai3		
2374	夭	夭	jiu53	jiu1		
2375	央	央	jiɐŋ53	jiang1		
2376	夯	夯	haŋ53	haang1		
2377	失	失	ʃɛt3	set2	忔[ŋɛt3]～，吝嗇	(語)
